,wavelength,flux
11080,3937.2903,3.1071297854582414e-19
11081,3937.6838,3.1545010745614457e-19
11082,3938.078,3.221221708943693e-19
11083,3938.4717,3.2721980759359196e-19
11084,3938.8655,3.318626358188963e-19
11085,3939.2595,3.3809688129864665e-19
11086,3939.6536,3.4774207770828045e-19
11087,3940.0476,3.512912762579943e-19
11088,3940.4417,3.57650212089833e-19
11089,3940.8357,3.6034673364637805e-19
11090,3941.23,3.6870287314768835e-19
11091,3941.624,3.7553613012238757e-19
11092,3942.0183,3.764950387117043e-19
11093,3942.4126,3.850611283504298e-19
11094,3942.807,3.9046520380503848e-19
11095,3943.2012,3.885401090317464e-19
11096,3943.5957,4.0053991735681847e-19
11097,3943.99,3.965236153144501e-19
11098,3944.3845,3.982071939606112e-19
11099,3944.779,3.9963394739892133e-19
11100,3945.1736,4.1203689267586846e-19
11101,3945.568,4.084799660707791e-19
11102,3945.9626,4.155949662681148e-19
11103,3946.3574,4.1862085191977096e-19
11104,3946.7522,4.1475860699446894e-19
11105,3947.1467,4.178681275839096e-19
11106,3947.5415,4.1698878548058483e-19
11107,3947.9365,4.2346323711815557e-19
11108,3948.3313,4.2519895597823576e-19
11109,3948.7263,4.263125080132209e-19
11110,3949.121,4.2895088299789137e-19
11111,3949.516,4.2678459992364227e-19
11112,3949.9111,4.2351133499069034e-19
11113,3950.3062,4.2255033962051023e-19
11114,3950.7012,4.255911410238346e-19
11115,3951.0964,4.172658936013328e-19
11116,3951.4917,4.209990039602757e-19
11117,3951.8867,4.259167706837069e-19
11118,3952.282,4.2031047565248076e-19
11119,3952.6772,4.304402617095297e-19
11120,3953.0728,4.1832599848337576e-19
11121,3953.468,4.1733296963563053e-19
11122,3953.8635,4.192193151158687e-19
11123,3954.259,4.112683211800705e-19
11124,3954.6545,4.172428210618722e-19
11125,3955.05,4.1265650818829264e-19
11126,3955.4456,4.0997404598864647e-19
11127,3955.841,4.129770360470245e-19
11128,3956.2368,3.956308654492713e-19
11129,3956.6326,3.9850952224224394e-19
11130,3957.0283,3.95372300670068e-19
11131,3957.424,3.9190377980162763e-19
11132,3957.8198,3.9291278660331975e-19
11133,3958.2156,3.867217608672822e-19
11134,3958.6116,3.732906342586333e-19
11135,3959.0073,3.770655719086607e-19
11136,3959.4033,3.7030344662123197e-19
11137,3959.7993,3.6618656234414844e-19
11138,3960.1956,3.6105029507114014e-19
11139,3960.5916,3.4667634262854283e-19
11140,3960.9878,3.394959962951018e-19
11141,3961.3838,3.3635480481350733e-19
11142,3961.78,3.296469812128545e-19
11143,3962.1763,3.3606297842921494e-19
11144,3962.5725,3.193188116579728e-19
11145,3962.969,3.1875972225721685e-19
11146,3963.3652,3.1275333471489004e-19
11147,3963.7617,3.0738531157219244e-19
11148,3964.1582,2.948035426980971e-19
11149,3964.5547,2.940481143151602e-19
11150,3964.9512,2.8621636251694665e-19
11151,3965.3477,2.7946275147486297e-19
11152,3965.7441,2.839048943643749e-19
11153,3966.1409,2.9159264444885413e-19
11154,3966.5376,2.907518772763272e-19
11155,3966.9343,2.9112214327781354e-19
11156,3967.331,2.9451105467132116e-19
11157,3967.7278,2.9921011980181453e-19
11158,3968.1248,3.0204595631856816e-19
11159,3968.5215,3.0563347074462066e-19
11160,3968.9185,3.0581258805567694e-19
11161,3969.3154,3.0987959443236943e-19
11162,3969.7124,3.1734394056582044e-19
11163,3970.1094,3.2710042098806847e-19
11164,3970.5066,3.2967949355303946e-19
11165,3970.9036,3.2843051067099875e-19
11166,3971.3008,3.292402059282363e-19
11167,3971.698,3.394472049994186e-19
11168,3972.0952,3.394751380254859e-19
11169,3972.4924,3.334698175794858e-19
11170,3972.89,3.4283520003548394e-19
11171,3973.287,3.3871021659013885e-19
11172,3973.6846,3.291639919758482e-19
11173,3974.082,3.3287503782689407e-19
11174,3974.4795,3.2758168448459756e-19
11175,3974.877,3.3142221991505204e-19
11176,3975.2747,3.247611638521211e-19
11177,3975.672,3.1968564850413716e-19
11178,3976.0698,3.2931189825958404e-19
11179,3976.4675,3.3376784625462e-19
11180,3976.8652,3.3812768071138894e-19
11181,3977.263,3.423367650121892e-19
11182,3977.6606,3.376052332905573e-19
11183,3978.0586,3.451844713359821e-19
11184,3978.4565,3.5106768189065666e-19
11185,3978.8542,3.5306267888970584e-19
11186,3979.2522,3.5720931923346024e-19
11187,3979.6504,3.735797947225736e-19
11188,3980.0483,3.717397717660233e-19
11189,3980.4463,3.8086997449160855e-19
11190,3980.8445,3.841474010828752e-19
11191,3981.2427,3.857429879169139e-19
11192,3981.6409,4.0198098489855637e-19
11193,3982.039,4.017822737213531e-19
11194,3982.4373,4.0515670048490094e-19
11195,3982.8357,4.116748426738277e-19
11196,3983.2341,4.0767754484129045e-19
11197,3983.6323,4.2092514376025182e-19
11198,3984.0308,4.1606491410361985e-19
11199,3984.4292,4.275342567177936e-19
11200,3984.828,4.2859125660893266e-19
11201,3985.2263,4.379194003290767e-19
11202,3985.625,4.34174761287417e-19
11203,3986.0237,4.49905140307284e-19
11204,3986.4224,4.51694610222248e-19
11205,3986.821,4.528416344770884e-19
11206,3987.2197,4.472854748222631e-19
11207,3987.6184,4.546634616997138e-19
11208,3988.0173,4.643730263009873e-19
11209,3988.4163,4.634110851247095e-19
11210,3988.8152,4.641525737444943e-19
11211,3989.214,4.749586123502821e-19
11212,3989.613,4.635763359183003e-19
11213,3990.012,4.745374290344803e-19
11214,3990.4111,4.761538559901565e-19
11215,3990.8103,4.76260794407779e-19
11216,3991.2095,4.744762746784074e-19
11217,3991.6086,4.920154654516458e-19
11218,3992.0078,4.73538574483464e-19
11219,3992.407,4.898895222326911e-19
11220,3992.8064,4.784660904179228e-19
11221,3993.2058,4.899079326445617e-19
11222,3993.605,4.805650039685595e-19
11223,3994.0046,4.931559564289124e-19
11224,3994.404,4.887277829340818e-19
11225,3994.8035,4.906010691483753e-19
11226,3995.2031,4.922573779413852e-19
11227,3995.6025,4.9192055709267e-19
11228,3996.0022,4.942351470282785e-19
11229,3996.4019,4.967203837492946e-19
11230,3996.8015,5.039146329192805e-19
11231,3997.2014,4.920714484238105e-19
11232,3997.601,5.006604391312338e-19
11233,3998.001,4.968882954125141e-19
11234,3998.401,4.956762704707011e-19
11235,3998.8008,5.002025591017157e-19
11236,3999.2007,4.9130701677684035e-19
11237,3999.6006,4.935093007605136e-19
11238,4000.0007,4.934704738743023e-19
11239,4000.401,5.058741619711799e-19
11240,4000.8008,5.008670712058709e-19
11241,4001.201,5.04811897734773e-19
11242,4001.6013,4.998637557588133e-19
11243,4002.0015,4.906217867936218e-19
11244,4002.4016,5.036749612401572e-19
11245,4002.802,4.983596100559793e-19
11246,4003.2024,5.017711548822091e-19
11247,4003.6028,5.031762702716665e-19
11248,4004.0032,5.045492505782178e-19
11249,4004.4036,5.0209341274254375e-19
11250,4004.8042,5.127735145088012e-19
11251,4005.2046,5.026890660960724e-19
11252,4005.6052,5.064977959326445e-19
11253,4006.0059,5.016888216232712e-19
11254,4006.4065,5.100298044147549e-19
11255,4006.8074,5.044363658526588e-19
11256,4007.208,5.084096306820096e-19
11257,4007.609,5.015203212678732e-19
11258,4008.0098,5.126412126475491e-19
11259,4008.4106,5.063143067121701e-19
11260,4008.8115,5.087712038164726e-19
11261,4009.2124,5.131337068576391e-19
11262,4009.6133,5.174406163751364e-19
11263,4010.0144,5.044958472603762e-19
11264,4010.4155,5.145129064658682e-19
11265,4010.8167,5.196152445585223e-19
11266,4011.2178,5.128888635080227e-19
11267,4011.619,5.234232909671736e-19
11268,4012.02,5.248593700811631e-19
11269,4012.4214,5.206386317381477e-19
11270,4012.8228,5.154861371603361e-19
11271,4013.224,5.266557148429803e-19
11272,4013.6255,5.251162933929269e-19
11273,4014.0269,5.343099646917808e-19
11274,4014.4285,5.150505123830685e-19
11275,4014.8298,5.258649363959674e-19
11276,4015.2314,5.262896480515889e-19
11277,4015.633,5.326193298758363e-19
11278,4016.0347,5.2798006133241615e-19
11279,4016.4363,5.321629554381317e-19
11280,4016.838,5.314030460758844e-19
11281,4017.2397,5.284131780186778e-19
11282,4017.6416,5.350389234183983e-19
11283,4018.0435,5.357512199317593e-19
11284,4018.4453,5.402177674240562e-19
11285,4018.8472,5.262981062758987e-19
11286,4019.249,5.482801207896671e-19
11287,4019.6511,5.364347760558466e-19
11288,4020.0532,5.46391628785121e-19
11289,4020.4553,5.382478381836831e-19
11290,4020.8574,5.301233552804496e-19
11291,4021.2595,5.422819413652072e-19
11292,4021.6616,5.375602494200524e-19
11293,4022.064,5.431909865862593e-19
11294,4022.466,5.389541541162091e-19
11295,4022.8684,5.447838691476403e-19
11296,4023.2708,5.413671427286725e-19
11297,4023.6733,5.426430541081505e-19
11298,4024.0757,5.321885756325457e-19
11299,4024.478,5.375722816514119e-19
11300,4024.8806,5.289196709720224e-19
11301,4025.2832,5.39804246874216e-19
11302,4025.6858,5.363431605511723e-19
11303,4026.0884,5.371624815096829e-19
11304,4026.4912,5.291055497556705e-19
11305,4026.8938,5.386373786987976e-19
11306,4027.2966,5.267002236442167e-19
11307,4027.6995,5.33270027173663e-19
11308,4028.1023,5.319484544346835e-19
11309,4028.5051,5.32198771731421e-19
11310,4028.908,5.347749481364385e-19
11311,4029.311,5.174165357923824e-19
11312,4029.7139,5.333274413793868e-19
11313,4030.117,5.218955853841412e-19
11314,4030.52,5.299441041940579e-19
11315,4030.923,5.318337795027199e-19
11316,4031.3264,5.253358209010473e-19
11317,4031.7295,5.247787100565803e-19
11318,4032.1328,5.216315718973348e-19
11319,4032.5361,5.315063453052262e-19
11320,4032.9395,5.282527242206806e-19
11321,4033.3428,5.221912932366257e-19
11322,4033.746,5.269335128900085e-19
11323,4034.1497,5.252273914392765e-19
11324,4034.553,5.283263560108308e-19
11325,4034.9565,5.321366664339782e-19
11326,4035.36,5.243290885074324e-19
11327,4035.7637,5.244623906583311e-19
11328,4036.1675,5.356695006324818e-19
11329,4036.571,5.249517273792746e-19
11330,4036.9749,5.287727784176007e-19
11331,4037.3787,5.265986668988472e-19
11332,4037.7825,5.209761141521658e-19
11333,4038.1863,5.333153830330603e-19
11334,4038.59,5.346626865711675e-19
11335,4038.9941,5.2804549032302e-19
11336,4039.398,5.21811705427342e-19
11337,4039.802,5.322013777664487e-19
11338,4040.206,5.3110747047619e-19
11339,4040.61,5.309928626645529e-19
11340,4041.0144,5.285485810923834e-19
11341,4041.4185,5.385712803091088e-19
11342,4041.8228,5.249721517457765e-19
11343,4042.2268,5.268247242513119e-19
11344,4042.631,5.24221305214362e-19
11345,4043.0356,5.313016946049441e-19
11346,4043.44,5.23090382878437e-19
11347,4043.8442,5.2317109647184615e-19
11348,4044.2488,5.279892734191583e-19
11349,4044.6533,5.248195234953635e-19
11350,4045.0579,5.264646881327724e-19
11351,4045.4624,5.210127597576458e-19
11352,4045.867,5.316888911107487e-19
11353,4046.2717,5.183717624175396e-19
11354,4046.6763,5.195722044936846e-19
11355,4047.081,5.272445185787626e-19
11356,4047.4858,5.223673245833097e-19
11357,4047.8906,5.189152126594639e-19
11358,4048.2954,5.209917784404219e-19
11359,4048.7004,5.327186209315528e-19
11360,4049.1055,5.062730019974385e-19
11361,4049.5103,5.1612515151438805e-19
11362,4049.9153,5.332579539935549e-19
11363,4050.3203,5.234127790016102e-19
11364,4050.7256,5.2904462208705e-19
11365,4051.1306,5.184707939324855e-19
11366,4051.536,5.2845712476064885e-19
11367,4051.9412,5.29589463027943e-19
11368,4052.3462,5.278539012027696e-19
11369,4052.7517,5.149772672657129e-19
11370,4053.157,5.210351602275955e-19
11371,4053.5623,5.103591137404151e-19
11372,4053.9678,5.245128339674721e-19
11373,4054.3733,5.318022134321796e-19
11374,4054.7788,5.135773708554102e-19
11375,4055.1843,5.196884150245944e-19
11376,4055.5898,5.1737524490331855e-19
11377,4055.9956,5.253246560621682e-19
11378,4056.4011,5.164951234730451e-19
11379,4056.807,5.234439661804751e-19
11380,4057.2126,5.229044643794332e-19
11381,4057.6184,5.183709867871218e-19
11382,4058.0242,5.139300696051479e-19
11383,4058.4302,5.109785833673152e-19
11384,4058.836,5.121973235165974e-19
11385,4059.242,5.005795097473485e-19
11386,4059.648,5.112809418927017e-19
11387,4060.054,5.1037936775761185e-19
11388,4060.46,5.087667299904263e-19
11389,4060.8662,5.176313319442817e-19
11390,4061.2722,5.167582703363511e-19
11391,4061.6785,5.122128598752771e-19
11392,4062.0847,5.103369087722622e-19
11393,4062.491,5.135819690350418e-19
11394,4062.8975,5.150521531283355e-19
11395,4063.3037,5.076969420732547e-19
11396,4063.7102,5.027002227327907e-19
11397,4064.1165,4.994725015732377e-19
11398,4064.523,5.0349982323341255e-19
11399,4064.9294,4.974436131450515e-19
11400,4065.3362,5.016800379986016e-19
11401,4065.7427,5.082927077402721e-19
11402,4066.1494,5.151710764662936e-19
11403,4066.556,5.079272632803027e-19
11404,4066.9626,5.05393064023577e-19
11405,4067.3696,5.116152616258979e-19
11406,4067.7764,4.925435448028348e-19
11407,4068.183,5.040799975758884e-19
11408,4068.59,5.022148658751532e-19
11409,4068.997,5.068465605442225e-19
11410,4069.404,4.89939329878352e-19
11411,4069.811,4.991202071168895e-19
11412,4070.218,4.991726078654502e-19
11413,4070.625,4.973874977948904e-19
11414,4071.0322,4.939515198808311e-19
11415,4071.4395,4.899337428826703e-19
11416,4071.8467,5.001691307857404e-19
11417,4072.254,4.978644047556815e-19
11418,4072.6611,4.988906226836984e-19
11419,4073.0684,4.91768580918917e-19
11420,4073.4758,4.951631642733322e-19
11421,4073.8833,4.883449297724438e-19
11422,4074.2908,4.927474359892244e-19
11423,4074.6982,4.835472887887677e-19
11424,4075.1057,4.865262794415948e-19
11425,4075.5134,4.864133462017821e-19
11426,4075.921,4.853637261079232e-19
11427,4076.3286,4.791297228138874e-19
11428,4076.7363,4.74158255172964e-19
11429,4077.144,4.762105263839644e-19
11430,4077.5518,4.732056220094661e-19
11431,4077.9597,4.759225056133457e-19
11432,4078.3674,4.722663847857784e-19
11433,4078.7754,4.684430551768483e-19
11434,4079.1833,4.73150963354369e-19
11435,4079.5913,4.686565403050407e-19
11436,4079.9993,4.836424752868784e-19
11437,4080.4075,4.79719170104068e-19
11438,4080.8157,4.785528249921401e-19
11439,4081.2236,4.786080561133503e-19
11440,4081.6318,4.842502541491348e-19
11441,4082.04,4.776611878679668e-19
11442,4082.4485,4.681038039039918e-19
11443,4082.8567,4.744967589614204e-19
11444,4083.2651,4.758200915033571e-19
11445,4083.6736,4.846139376707764e-19
11446,4084.0818,4.780463249568943e-19
11447,4084.4905,4.750536698488063e-19
11448,4084.899,4.720249034466981e-19
11449,4085.3074,4.842162836912717e-19
11450,4085.716,4.779969609204256e-19
11451,4086.1248,4.77019094389528e-19
11452,4086.5334,4.850563817398145e-19
11453,4086.9421,4.732289355027653e-19
11454,4087.3508,4.725141070704158e-19
11455,4087.7598,4.697793278287406e-19
11456,4088.1685,4.688498626979785e-19
11457,4088.5774,4.616433215576704e-19
11458,4088.9863,4.7290142215083155e-19
11459,4089.3953,4.547563640279707e-19
11460,4089.8042,4.689096779252326e-19
11461,4090.2134,4.621414803221121e-19
11462,4090.6223,4.553953690704827e-19
11463,4091.0315,4.444793031237925e-19
11464,4091.4407,4.4011718440710515e-19
11465,4091.8499,4.421281437203921e-19
11466,4092.2593,4.380273464079313e-19
11467,4092.6685,4.33986681076556e-19
11468,4093.078,4.2781810848008135e-19
11469,4093.4873,4.3261496688070455e-19
11470,4093.8965,4.1981629056925305e-19
11471,4094.3062,4.1404044064642653e-19
11472,4094.7156,4.015874677605962e-19
11473,4095.125,4.0429741933921194e-19
11474,4095.5347,4.0221182657315955e-19
11475,4095.9443,4.040402223352986e-19
11476,4096.354,3.969494343866078e-19
11477,4096.7637,3.8834836347363386e-19
11478,4097.1733,3.8320026430850507e-19
11479,4097.583,3.8106287240431247e-19
11480,4097.993,3.7641801551140154e-19
11481,4098.403,3.7136731235732526e-19
11482,4098.813,3.7744040611055085e-19
11483,4099.2227,3.6771887037131247e-19
11484,4099.633,3.7095947760755913e-19
11485,4100.043,3.681104786847598e-19
11486,4100.4526,3.7697780330020383e-19
11487,4100.863,3.8761862490484863e-19
11488,4101.273,4.019458486948206e-19
11489,4101.683,4.1601968957629645e-19
11490,4102.0938,4.277729459550326e-19
11491,4102.504,4.433748814345991e-19
11492,4102.914,4.557099203312045e-19
11493,4103.3247,4.6316374379278e-19
11494,4103.735,4.877713185436136e-19
11495,4104.1455,4.9119484977768945e-19
11496,4104.5557,4.914234660996011e-19
11497,4104.9663,5.056443234267271e-19
11498,4105.377,5.065097709849498e-19
11499,4105.7876,5.2583020041694e-19
11500,4106.198,5.269421016749971e-19
11501,4106.609,5.367354870850572e-19
11502,4107.0195,5.35420000910937e-19
11503,4107.43,5.37477354502852e-19
11504,4107.8413,5.188728958400661e-19
11505,4108.252,5.049958284284208e-19
11506,4108.663,5.158431856041384e-19
11507,4109.0737,4.96208780203735e-19
11508,4109.485,4.977448162628683e-19
11509,4109.896,4.7487001273926505e-19
11510,4110.307,4.718028720184688e-19
11511,4110.718,4.555313073919729e-19
11512,4111.129,4.491519654396452e-19
11513,4111.5405,4.580053438365733e-19
11514,4111.9517,4.582213534935415e-19
11515,4112.363,4.419069140760957e-19
11516,4112.774,4.519496235840389e-19
11517,4113.1855,4.529629752681325e-19
11518,4113.5967,4.43543884534056e-19
11519,4114.0083,4.424786251676297e-19
11520,4114.42,4.512573333068587e-19
11521,4114.831,4.49879400273685e-19
11522,4115.2427,4.51818475512411e-19
11523,4115.6543,4.581810337196627e-19
11524,4116.066,4.54987430810523e-19
11525,4116.4775,4.581357971757895e-19
11526,4116.8896,4.592618060737336e-19
11527,4117.3013,4.634354960359205e-19
11528,4117.713,4.637060723968481e-19
11529,4118.125,4.660061840298288e-19
11530,4118.5366,4.656801388755176e-19
11531,4118.9487,4.713749210683976e-19
11532,4119.3604,4.658562632906597e-19
11533,4119.7725,4.758011910606665e-19
11534,4120.1846,4.795308394526655e-19
11535,4120.5967,4.770828258384613e-19
11536,4121.009,4.846998299963828e-19
11537,4121.421,4.847426084985581e-19
11538,4121.833,4.814448162036679e-19
11539,4122.2456,4.831376931244418e-19
11540,4122.6577,4.829514760966316e-19
11541,4123.0703,4.853523828451898e-19
11542,4123.4824,4.860182809307211e-19
11543,4123.895,4.846857935051306e-19
11544,4124.307,4.866563992116171e-19
11545,4124.7197,4.875507228879889e-19
11546,4125.1323,4.825083482842704e-19
11547,4125.545,4.865789143471377e-19
11548,4125.9575,4.82777674051564e-19
11549,4126.37,4.851108265556763e-19
11550,4126.783,4.78673388295555e-19
11551,4127.196,4.899784729540628e-19
11552,4127.6084,4.841279933411753e-19
11553,4128.0215,4.81029986776939e-19
11554,4128.434,4.784905576611394e-19
11555,4128.847,4.884110078777525e-19
11556,4129.2603,4.899892591102716e-19
11557,4129.673,4.873164027629428e-19
11558,4130.086,4.870114131955137e-19
11559,4130.499,4.923078894699253e-19
11560,4130.912,4.905679311741446e-19
11561,4131.3257,4.909578096467455e-19
11562,4131.739,4.833954844006731e-19
11563,4132.152,4.938991636328409e-19
11564,4132.565,4.8771665161464785e-19
11565,4132.9785,4.921315893383788e-19
11566,4133.392,4.932653495950333e-19
11567,4133.805,5.01684591376867e-19
11568,4134.2188,5.005838996595458e-19
11569,4134.6323,4.973165303639979e-19
11570,4135.046,4.9494185732182e-19
11571,4135.4595,5.032032373350046e-19
11572,4135.873,5.046771578259406e-19
11573,4136.2866,5.0709317258800095e-19
11574,4136.7,4.9865338306288e-19
11575,4137.1143,5.062898936043519e-19
11576,4137.528,5.039355207650543e-19
11577,4137.9414,5.1365907637617605e-19
11578,4138.3555,5.102986647162643e-19
11579,4138.7695,5.045951344461295e-19
11580,4139.183,5.167411689454561e-19
11581,4139.597,5.138501267487162e-19
11582,4140.011,5.047825297574485e-19
11583,4140.4253,5.110072029173617e-19
11584,4140.8394,5.097670643535707e-19
11585,4141.254,5.093352689332094e-19
11586,4141.668,5.010294510955755e-19
11587,4142.082,5.082133775955707e-19
11588,4142.4966,5.147086230900922e-19
11589,4142.9106,5.138134694363362e-19
11590,4143.325,5.110936962754336e-19
11591,4143.7393,5.105446379618582e-19
11592,4144.154,5.139700660405168e-19
11593,4144.5684,5.035093844944693e-19
11594,4144.983,5.157774885269686e-19
11595,4145.3975,5.059051601446601e-19
11596,4145.812,5.093851537057538e-19
11597,4146.2266,5.045177006107216e-19
11598,4146.6416,5.014536393319975e-19
11599,4147.056,5.105659493312966e-19
11600,4147.471,5.035479744556025e-19
11601,4147.8857,5.098481849897178e-19
11602,4148.301,5.076369976321494e-19
11603,4148.7153,5.092045396880209e-19
11604,4149.1304,5.062446715209283e-19
11605,4149.5454,5.066794191100814e-19
11606,4149.9604,4.993594303728594e-19
11607,4150.3755,5.080660385690054e-19
11608,4150.7905,4.99300417360185e-19
11609,4151.2056,5.04797847826008e-19
11610,4151.621,5.067634354025795e-19
11611,4152.036,5.065238956124212e-19
11612,4152.4517,5.054159511689157e-19
11613,4152.8667,5.0116289857594285e-19
11614,4153.282,5.078929506771892e-19
11615,4153.6978,4.999427979259371e-19
11616,4154.113,5.085236728733693e-19
11617,4154.5283,5.0731006691675e-19
11618,4154.944,5.069115002798503e-19
11619,4155.3594,5.091162589343648e-19
11620,4155.7754,5.119664317037247e-19
11621,4156.191,5.131730404085012e-19
11622,4156.6064,5.17715581644555e-19
11623,4157.0225,5.123674237347218e-19
11624,4157.438,5.118055245608301e-19
11625,4157.854,5.101372716065164e-19
11626,4158.2695,5.100891593123225e-19
11627,4158.6855,5.18397450815826e-19
11628,4159.1016,5.055884286903378e-19
11629,4159.5176,5.062895148545444e-19
11630,4159.9336,5.1875274219310675e-19
11631,4160.3496,5.237117992449738e-19
11632,4160.7656,5.236313568855531e-19
11633,4161.1816,5.195157439427328e-19
11634,4161.598,5.2167654628358625e-19
11635,4162.014,5.21908502948842e-19
11636,4162.4307,5.181444272257721e-19
11637,4162.8467,5.266037913705407e-19
11638,4163.263,5.322478032336125e-19
11639,4163.6797,5.336621633634621e-19
11640,4164.096,5.271647716098432e-19
11641,4164.5127,5.287805495376899e-19
11642,4164.929,5.17007995548358e-19
11643,4165.3457,5.1997786606481225e-19
11644,4165.762,5.137310815610208e-19
11645,4166.1787,5.200791861931748e-19
11646,4166.5957,5.203315719986626e-19
11647,4167.012,5.20902686906509e-19
11648,4167.429,5.209152040820035e-19
11649,4167.8457,5.135097006631519e-19
11650,4168.2627,5.200844795168881e-19
11651,4168.6797,5.1467791915919805e-19
11652,4169.0967,5.127635076230314e-19
11653,4169.5137,5.029047225460994e-19
11654,4169.9307,5.143998294829479e-19
11655,4170.3477,5.046862083511039e-19
11656,4170.7646,5.046639844403504e-19
11657,4171.1816,5.125526415519541e-19
11658,4171.599,5.16340741990692e-19
11659,4172.016,5.04677926470426e-19
11660,4172.4336,5.022682462707357e-19
11661,4172.8506,5.011243268540401e-19
11662,4173.268,5.02071895871766e-19
11663,4173.6855,5.030325368722065e-19
11664,4174.103,4.965032314779826e-19
11665,4174.5205,4.950209940013699e-19
11666,4174.938,4.922569158918599e-19
11667,4175.3555,4.986097472585682e-19
11668,4175.773,4.934159402864548e-19
11669,4176.191,4.974499403008423e-19
11670,4176.6084,4.937623457509217e-19
11671,4177.0264,4.933490972251258e-19
11672,4177.444,4.877602599565005e-19
11673,4177.862,4.962051322457758e-19
11674,4178.28,4.862588229138922e-19
11675,4178.6978,4.88319307148641e-19
11676,4179.1157,4.95247534559992e-19
11677,4179.5337,4.984567850345712e-19
11678,4179.9517,5.0098657192717515e-19
11679,4180.3696,5.066477417688291e-19
11680,4180.7876,4.949208289653924e-19
11681,4181.206,4.9448649565664e-19
11682,4181.624,5.078212811102568e-19
11683,4182.0425,5.037395564828682e-19
11684,4182.4604,5.019408113895579e-19
11685,4182.879,5.031165850818255e-19
11686,4183.2974,5.025146745942137e-19
11687,4183.716,5.135951940020394e-19
11688,4184.134,5.091895049388765e-19
11689,4184.5527,5.12835369461669e-19
11690,4184.971,5.136320244333229e-19
11691,4185.3896,5.156203746022394e-19
11692,4185.808,5.034900513449212e-19
11693,4186.227,5.065120119078266e-19
11694,4186.6455,5.140847540077902e-19
11695,4187.0645,5.12681916545765e-19
11696,4187.483,5.055977546038177e-19
11697,4187.902,5.192751885949512e-19
11698,4188.321,5.094541700467507e-19
11699,4188.7397,5.085036137331591e-19
11700,4189.1587,5.089023323481176e-19
11701,4189.5776,5.138371945044028e-19
11702,4189.9966,5.173613644771648e-19
11703,4190.4155,5.1416396762785985e-19
11704,4190.835,5.123300642690694e-19
11705,4191.254,5.07348140444765e-19
11706,4191.6733,5.077967621282002e-19
11707,4192.0923,5.092600001628963e-19
11708,4192.5117,5.163686836998337e-19
11709,4192.931,5.132662182581103e-19
11710,4193.35,5.148420563483588e-19
11711,4193.7695,5.090005475788256e-19
11712,4194.189,5.107183815839949e-19
11713,4194.609,5.054067830967256e-19
11714,4195.0283,5.028278163963206e-19
11715,4195.4478,5.130021865157151e-19
11716,4195.867,5.087690296340488e-19
11717,4196.287,4.967585837348125e-19
11718,4196.7065,5.081111308564468e-19
11719,4197.1265,4.956810166158713e-19
11720,4197.5464,5.037087549038692e-19
11721,4197.9663,4.9545846394253e-19
11722,4198.3857,4.999106830557471e-19
11723,4198.8057,4.988309313108735e-19
11724,4199.2256,4.984975831883014e-19
11725,4199.646,4.917987107694548e-19
11726,4200.066,4.985200660813529e-19
11727,4200.486,5.084054971316306e-19
11728,4200.9062,4.958473029801989e-19
11729,4201.326,4.953732022912025e-19
11730,4201.7466,4.945794071725674e-19
11731,4202.1665,5.013375191893485e-19
11732,4202.587,5.02231592781216e-19
11733,4203.0073,5.014128404894401e-19
11734,4203.4277,4.999060217292024e-19
11735,4203.848,5.023964915433095e-19
11736,4204.2686,5.095773985938341e-19
11737,4204.689,5.014422143512975e-19
11738,4205.1094,5.02751676897394e-19
11739,4205.5303,5.143204742690608e-19
11740,4205.9507,5.055089993253888e-19
11741,4206.3716,5.152232702351013e-19
11742,4206.792,5.028791553949077e-19
11743,4207.213,5.170389559960876e-19
11744,4207.634,5.053741846367574e-19
11745,4208.0547,5.157248438695653e-19
11746,4208.4756,5.094398730122791e-19
11747,4208.8965,5.100052510500077e-19
11748,4209.3174,5.246546573251379e-19
11749,4209.7383,5.159512276440509e-19
11750,4210.159,5.195326030231563e-19
11751,4210.5806,5.152973861661596e-19
11752,4211.0015,5.244678750569006e-19
11753,4211.423,5.247794469588677e-19
11754,4211.8438,5.175634583523141e-19
11755,4212.265,5.230288606033085e-19
11756,4212.6865,5.123108037908893e-19
11757,4213.108,5.068483432492032e-19
11758,4213.5293,5.319818477199649e-19
11759,4213.9507,5.256054941793058e-19
11760,4214.372,5.160814491892927e-19
11761,4214.7935,5.20769235217233e-19
11762,4215.215,5.257504647656264e-19
11763,4215.6367,5.280857254051688e-19
11764,4216.058,5.176363987241732e-19
11765,4216.48,5.064011717685298e-19
11766,4216.902,5.276345079023625e-19
11767,4217.323,5.165469913202886e-19
11768,4217.745,5.215645300922626e-19
11769,4218.167,5.184457126650808e-19
11770,4218.589,5.168672558360685e-19
11771,4219.0107,5.153553810540026e-19
11772,4219.433,5.17853240790968e-19
11773,4219.855,5.219235018429183e-19
11774,4220.277,5.136618654126077e-19
11775,4220.699,5.182490137074758e-19
11776,4221.121,4.997572330885534e-19
11777,4221.5435,5.051321228841972e-19
11778,4221.966,5.003732355265847e-19
11779,4222.3877,5.02152528611659e-19
11780,4222.81,5.055733436711671e-19
11781,4223.2324,5.045412097072146e-19
11782,4223.655,5.020097561888631e-19
11783,4224.077,4.983955942564333e-19
11784,4224.5,4.953888741829282e-19
11785,4224.9224,4.941729527232938e-19
